Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
27.19406878674734 78.06641433130065,,,,27.206853374468515 78.0401673738527,
27.164551669387034 78.06829939603178,,,,27.168567720512275 78.0588251406876,
27.143240153141228 78.00794742549087,,,,27.241455047506065 78.03745763644001,
27.130240162068052 78.04081294909201,,,,27.20049820993297 78.0401798054621,
27.24683626826984 78.03592343677377,,,,27.235391617173747 77.97997668308153,
27.172391981948653 78.02415731461139,,,,27.143312221506033 77.99988134171859,
27.15061281895786 78.02780165021164,,,,27.233556508469125 78.0376626641449,
27.219693800156048 77.9708558078935,,,,27.225840242895174 77.91609090833809,
27.23349479526518 77.9502865662242,,,,27.220707560363525 77.9736066591782,
27.19799913141142 77.94154808881433,,,,27.17619990923621 78.046898414734,
27.223185216465552 78.00469815699581,,,,27.242148576250205 77.93857423666356,
27.213155100820664 78.01404959222461,,,,27.230721718867745 77.95106835530527,
27.213540798321823 77.96396688708964,,,,27.222859818041858 77.9531098697493,
27.153469532777056 78.02687783747197,,,,27.121115815289254 78.0056947610974,
27.22968898371707 77.9991104009529,,,,27.168731008760265 77.97480026039328,
27.18684868156616 78.01818828092487,,,,27.216154514976914 77.97197763444996,
27.224177200359136 78.04286061004083,,,,27.174155304843573 77.98721365032645,
27.168497020495447 77.95364269163831,,,,27.146808829715678 77.96894812990031,
27.153333300076866 77.98305651386484,,,,27.161742668592957 77.98804869946709,
27.109658102418454 78.0065090378663,,,,27.17775854696224 78.01343062826818,
27.21343448281668 77.97754474420302,,,,27.159732638860152 77.96024263699094,
27.226849085861012 77.88981792325502,,,,27.175017487867713 78.03107744468609,
27.187800248188992 77.99112639898362,,,,27.22768542109744 77.99276144487192,
27.215116927975856 77.95666829074328,,,,27.179972865689223 77.99582090074728,
27.2332261728396 78.03296004073671,,,,27.12877638732406 77.98701788054964,
27.151264609287246 77.9764125345094,,,,27.18314143609897 77.95442988808817,
27.207585747272955 77.94278388564851,,,,27.238040414944262 77.89626294135337,
27.15993669783085 77.95831836786057,,,,27.13152884405487 77.98741433634092,
27.1804660577406 77.93343113949484,,,,27.15527409988931 77.98130155879855,
27.207195279277553 77.91282687211297,,,,27.10746490709312 78.01369061929424,
27.201132854798566 77.94432471759262,,,,27.121036004021843 78.01536818691905,
27.160433164808808 77.9525783674689,,,,27.11412573124994 78.0197101234835,
27.12556593857042 78.04864781578758,,,,27.219179967162496 78.03051190260598,
27.175544498274398 78.06422823874082,,,,27.18679899338719 78.01160449355201,
27.19846721499526 77.93611535203607,,,,27.213443029113716 78.02853997765558,
27.201302090915025 77.95653200862075,,,,27.220093228184744 77.94459275865731,
27.20686802903377 78.00107309154743,,,,27.17446597943589 77.97007113533752,
27.17779120314493 77.99472006666626,,,,27.191958958063232 78.01937145385651,
27.1535694182019 78.05805120368024,,,,27.170665011305996 78.01050569887157,
27.129136559336875 78.02986457445549,,,,27.221832372130432 77.93455062318817,
27.19038601568967 78.00965401886555,,,,27.144359814965785 77.9911103174386,
27.214391542187425 77.92029947109187,,,,27.176458452242507 78.0271604937823,
27.19545877700373 77.96714904113297,,,,,
27.1191726327743 78.02997018588019,,,,27.20668984059932 78.0209517168028,
27.243913476786382 78.03003320192832,,,,27.188646645639004 77.9338177184989,
27.241265615529883 77.9558925874394,,,,27.162906848408213 78.07235850966617,
27.21652821929356 77.90677707801522,,,,27.209876392203718 78.02626489886298,
27.12290808554585 78.03962845825909,,,,27.19613205905061 77.93636389096163,
27.20404460735371 77.98647279911118,,,,27.143675883716174 78.03669253115856,
27.229660990361754 77.9973029351744,,,,27.185477921327 77.99239271452564,
27.148566760172745 78.07140994800413,,,,27.205058283947945 78.05768807478132,
27.12765451577642 77.99635937451835,,,,27.19085771017462 77.93379914769287,
27.188458183799284 78.00267451133954,,,,27.242962995237697 77.96032897016875,
27.23618541415831 77.95505074810882,,,,27.12847623887868 78.01326612872035,
27.173807327556258 77.97538818153251,,,,27.137282374278755 78.02801130640131,
27.224314379397196 77.97227494410487,,,,27.1775966440892 78.04371563656711,
27.12935043805915 78.03640424981533,,,,27.194445402256946 77.94186146999463,
27.22030594148484 77.96812787816816,,,,27.22525248607154 77.98221244037268,
27.156786590228187 78.03188704352486,,,,27.203428099415397 77.91137726262569,
27.212288639954433 77.95260770714326,,,,27.22275099259913 77.89864401741902,
27.221985233451893 78.02579175879906,,,,27.148987174252845 77.96384413737101,
27.1999110498247 77.91333621680891,,,,27.21674823166786 78.01862679609044,
27.18207124733685 77.95830938547378,,,,27.193103735194864 78.06275222428467,
27.135899332294684 78.00221544072,,,,27.191981680196275 77.92515631570913,
27.184232694613346 78.00782867506388,,,,27.22783182745998 78.02029058956245,
27.175345504550865 78.02270533185155,,,,27.158652357056003 77.97007774681633,
27.18148189753575 78.03277995338563,,,,27.16010153964931 77.957793484525,
27.21066908647909 77.9037121840392,,,,27.239163361982246 77.94228535805192,
27.16072215964686 78.0460049133246,,,,27.244896431885113 78.03655293463234,
27.240049457990217 77.91649858755343,,,,27.1967754504206 77.93607708969873,
27.222634575363074 78.02257117349777,,,,27.21556359194802 77.97565045311974,
27.21051815800863 77.9246231767115,,,,27.145959268082166 78.05893066308006,
27.123649054163746 77.99583706921767,,,,27.20053239862466 77.9978402080304,
27.131321545962255 78.0267455488393,,,,27.16065590060748 77.95730714326318,
27.14071266932052 78.04590948672165,,,,27.222349589810335 77.99151833161612,
27.223470079914577 77.98333484521449,,,,27.119549538730965 78.02317345965642,
27.17890325946989 78.02711894204381,,,,27.219914882235177 78.02983133835434,
27.164993061186074 77.98727214898723,,,,27.212095371172143 77.9553399558325,
27.18148466152903 78.02734088300976,,,,27.2165003912333 77.98382690654608,
27.237898292887778 77.99129179584605,,,,27.22341454718239 78.0127394849296,
27.116871974782086 77.9991272493337,,,,27.12358040307229 78.0070717696994,
27.18546056158011 77.99897222061355,,,,27.1756965572259 78.02188696283794,
27.123528734799773 78.04325091241681,,,,27.1293172224949 78.0506901554504,
27.192076291680785 78.06029947884271,,,,27.230335228360655 77.99645075534332,
27.144515041467415 77.9892965504938,,,,27.243829337763916 78.01960981109532,
27.131397108732962 78.00389731018963,,,,27.240403098726386 78.01365550081945,
27.188998562674367 78.0200065811047,,,,27.211907728515598 78.03638276040918,
27.22530187515525 77.95995742558493,,,,27.163457885995964 77.99688993369573,
27.233878235875235 77.8903625697622,,,,27.19206258071459 77.9760292349853,
27.18819098215823 78.00888945808164,,,,27.203691618932904 78.03382180811784,
27.224327177315665 78.0493851265173,,,,27.237545225051736 78.02719296451876,
27.204024350533786 78.02478605587582,,,,27.13162972386167 78.05446726794266,
27.19786219511146 77.99388489758067,,,,27.177871235091914 78.02986364444055,
27.118403785846198 77.99103033656766,,,,27.233862359850235 78.03910674211144,
27.198998683744787 77.95439189867452,,,,27.213965142391512 78.02850011347154,
27.18016753247135 78.01296296842969,,,,27.135305493504355 77.98783886966388,
27.181324724271857 77.98906511199277,,,,27.214264358668252 77.97604287674004,
27.164029325544757 78.0049292688314,,,,27.110007958692616 78.0023915219263,
27.189552763037405 78.06198689867705,,,,27.227333570240326 77.9507334516714,
27.19550937803015 78.06079170276637,,,,27.15558867214053 78.02084804133872,
27.218397779610772 78.0252929108827,,,,27.158684495092242 78.0384634460278,
27.216566605415064 78.05950604126924,,,,27.16634629940338 78.02119106506802,
27.17724807572537 77.94234840452627,,,,27.233249001971775 77.9474435594135,
27.200492832211154 77.95401492515488,,,,27.182443435412264 78.06891647209508,
27.166310099785644 77.96796407619719,,,,27.127527988820415 78.01925370571198,
27.230013884794374 78.03805602543943,,,,27.203711011937607 77.95493625333339,
27.212360774361123 77.9441308483156,,,,27.192838973563592 78.03621755518542,
27.20073290044498 78.0315793017305,,,,27.13779828798595 77.97784046600931,
27.21915368674436 78.02268347607695,,,,,
27.22498886859632 77.91207758714148,,,,27.2217102529118 78.05187411847474,
27.20305256978456 77.9521365085513,,,,27.16629177958373 78.0425915546141,
27.205520347158355 77.9785769851929,,,,27.19848328872274 78.01375425761265,
27.147877632853582 77.9867791156278,,,,27.22975933140317 77.96890897929495,
27.22198713527198 77.9993045342483,,,,27.200831311771566 78.01426219131946,
27.129361357639674 77.99398623318709,,,,27.202114209917756 77.9328472037099,
27.15956041479597 78.0409140812246,,,,27.164458725504936 77.97455931651444,
27.228343963420567 77.99371587054922,,,,27.154443922944985 77.96991572370526,
27.204055442308 78.0402084765307,,,,27.207839412701095 77.9508212531043,
27.210571346452927 77.98603198931019,,,,27.216816035733057 77.99955912460892,
27.188628676701857 78.0098433409007,,,,27.1946403677888 77.98300357076785,
27.221123002563136 77.92515974726793,,,,27.219107855579583 78.01136119741365,
27.21315395772075 77.96781979594707,,,,27.23261487590697 77.99635951941373,
27.11967170657136 78.039621090651,,,,27.232108903244423 77.99702662866828,
27.200814288506876 78.00583679404424,,,,27.150951791448605 78.01466361210625,
27.145869952735698 78.07930376558693,,,,27.11590142609062 78.01415767699346,
27.21928872235283 78.01611085178068,,,,27.146581967951562 78.06500001940604,
27.175592428657783 77.95022511601394,,,,27.14241606704688 77.97345511614026,
27.217176994867682 77.96401505132803,,,,27.166920066177756 78.02754484181533,
27.239059127602324 77.92507842530476,,,,27.1890387111075 78.05419694940561,
27.164144750164628 78.00279714342948,,,,27.22015583455869 77.95793282282148,
27.220175417966583 78.03062251713706,,,,27.14690296686019 78.07591433990994,
27.182926173782892 78.03353651443041,,,,27.22909065193895 77.95884425589279,
27.156417855302628 78.05671482746567,,,,27.23852906394807 78.01603667207887,
27.195439372721964 77.96931557234034,,,,27.139930904827736 78.05751304024973,
27.19859072862284 77.98387099053006,,,,27.18930519476066 78.00861874561606,
27.20440403107751 77.95789762768699,,,,27.20464944270193 77.99544454514378,
27.232683035678267 78.03060688311051,,,,27.15905276982821 78.01058724793695,
27.223728048406652 77.90736964187074,,,,27.138160604611397 78.06270714382133,
27.231597286804362 77.95896400304605,,,,27.21565583234462 77.98700110247664,
27.133763402221497 78.03373691774075,,,,27.228305614856094 77.99336285891359,
27.19946089870982 78.00024734594894,,,,27.241568767393872 77.94235274990208,
27.175300305675417 78.04803409683358,,,,27.114390008888037 77.99500470407179,
27.195919441280456 77.94093023586936,,,,27.167796422175137 78.04423774963858,
27.130959255699246 78.00452344243695,,,,27.10673712032431 78.00332281379976,
27.15236615072457 77.96379389909305,,,,27.12918140108086 78.0322676246687,
27.214110622603435 77.91180068079515,,,,27.236939310142077 77.94866012561724,
27.227332756310734 77.92883291598882,,,,27.20537281692468 78.0069639130255,
27.214278192117366 78.02093310208707,,,,27.214363353257514 78.05523835153208,
27.208141820128724 78.05439446807877,,,,27.234402987538314 77.97588855226279,
27.125852536281016 78.03699816862236,,,,27.239182627242993 77.90912816778764,
27.180619463237615 77.98299193476454,,,,27.16762128663329 78.02165675500925,
27.211124180356755 77.96251413716045,,,,27.155460163061928 78.05016179421982,
27.19759505583789 77.92144668863867,,,,27.175304939575188 78.06355464759632,
27.14799869159365 77.97601821467046,,,,27.239187502615824 77.92063018727869,
27.158114743034204 77.99104644291899,,,,27.23893994202167 77.90870140578777,
27.174608052169717 77.99928919288541,,,,27.187275892631718 78.05475377482342,
27.186498823793343 77.97471476769795,,,,27.22435293749934 77.94779808952528,
27.181586538725128 78.00026644372178,,,,27.14594976906687 77.97527986197575,
27.225701456116397 78.01914946333387,,,,27.19798123046835 77.97368508452851,
27.21486902117266 77.97028209759469,,,,27.24477078000112 77.98728218844795,
27.169566866028024 78.05017483082453,,,,27.186616054573978 77.98500818664984,
27.155139887110625 78.02765186769471,,,,27.21000025427806 77.97045188013547,
27.209641172324684 77.92235124088032,,,,27.149624224073307 78.06346493032666,
27.14893815651819 77.96429194250283,,,,27.141240557615937 78.02310231746132,
27.104777351757203 78.01194662592889,,,,27.21213032333946 77.9953967961804,
27.12580376828868 78.04315150085772,,,,27.19642625306632 77.94456158578069,
27.13583344014037 77.98550627661925,,,,27.19977863032786 77.98871165625988,
27.182503462249752 77.93502506873945,,,,27.238088616640315 77.91966313781606,
27.114274240713193 78.02318112777718,,,,27.131643099901996 78.00579758969997,
27.189902270173565 77.98631450458136,,,,27.239334811659415 77.90406405659745,
27.131548103710657 78.00920241115793,,,,27.204192732839452 78.00019007687479,
27.18222319505447 78.0365602497827,,,,27.207445082983273 77.97785133784957,
27.174603112241154 78.00905705667779,,,,27.157641237662446 78.03046745965493,
27.244761018853595 78.02007564922141,,,,27.181749501297247 78.03028779171686,
27.13419728035058 78.01404035128729,,,,,
27.152005931630423 78.00848444858953,,,,27.168250348902582 78.01162078836327,
27.183758999114417 77.93388256943668,,,,27.16010148047166 78.05249086724244,
27.224672775745702 77.90686092050393,,,,27.178559149308256 77.96366257863707,
27.155651654729613 78.07687874197754,,,,27.189589177070747 78.05616643797875,
27.203718507020394 77.92578571197542,,,,27.146290708424562 78.0761663372262,
27.19252213978779 77.93674963798341,,,,27.170051937242807 77.9419287190975,
27.125499865104427 78.03186778206114,,,,27.22050857619712 77.97345972263246,
27.149409089196006 77.96993962140168,,,,27.23006091954578 78.00797355479952,
27.202875774207147 77.91261084157576,,,,27.185007926714402 78.05960649702062,
27.16831791641602 77.94828631174045,,,,27.19369560132376 78.02554339588515,
27.177431874724807 78.00304662530056,,,,27.186099931210663 77.96405816932698,
27.15753414068035 77.99166864943363,,,,27.168201326204642 78.0555543243504,
27.205627396683248 77.96465016842264,,,,27.152385119549763 78.0652127954121,
27.154893971385842 78.05739365320849,,,,27.19125990217459 77.9903289556395,
27.216903627004303 77.95534855178506,,,,27.220576482822725 77.926782309697,
27.14923101770406 77.99756701888487,,,,27.24910157178407 78.02297090757251,
27.23375078172404 77.89533284829577,,,,27.130097602636777 78.01465267464215,
