Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.455672765232965 74.61188671336969,,,26.42152269033901 74.64393130748276,26.486398256748235 74.64119702386567,26.486398256748235 74.64119702386567
26.40060452414124 74.64318208165865,,,26.424329952974112 74.60698033299194,26.487887377953456 74.6284968077785,26.487887377953456 74.6284968077785
26.4634774467342 74.6336630739993,,,26.503575914424452 74.62338003064491,26.45350803432927 74.69036419485596,26.45350803432927 74.69036419485596
26.462382159318228 74.5941660797081,,,26.461471811936413 74.63960527399735,26.487519485351392 74.62426736098314,26.487519485351392 74.62426736098314
26.436888264225523 74.60655446912136,,,26.425744564128923 74.64507379233707,26.428619177764837 74.60309871135338,26.428619177764837 74.60309871135338
26.46608015326017 74.64744191318466,,,26.458052454371852 74.5897744870502,26.42120321091431 74.61151958775109,26.42120321091431 74.61151958775109
26.478566635049543 74.62991226454457,,,26.416502954659315 74.61980208565745,26.47473606109389 74.60046936026833,26.47473606109389 74.60046936026833
26.40673795621596 74.63222319543543,,,26.477088388501482 74.639726049823,26.457681726474302 74.6640686995662,26.457681726474302 74.6640686995662
26.50424864072878 74.63936458492957,,,26.49464380714716 74.6338726188194,26.45480571202286 74.66190488143471,26.45480571202286 74.66190488143471
26.4888790998831 74.61263899139999,,,26.421064930650363 74.64960571752798,26.442030538410183 74.65553202812661,26.442030538410183 74.65553202812661
26.433291589566014 74.63804569735977,,,26.45437558050697 74.5775522374057,26.434783155116907 74.6438422043297,26.434783155116907 74.6438422043297
26.390812520735597 74.63330635631186,,,26.4712255623224 74.61130496279728,26.462115042719034 74.66028724862291,26.462115042719034 74.66028724862291
26.421115414925815 74.65015398263753,,,26.446650374851526 74.64509207152706,26.49742739120047 74.6149839149152,26.49742739120047 74.6149839149152
26.49320686771238 74.64007416274949,,,26.480002435327883 74.63044391165934,26.467463387245882 74.65160110214325,26.467463387245882 74.65160110214325
26.425146770506718 74.6654345497236,,,26.43508378749768 74.65992538414844,26.467817551215692 74.63198130268256,26.467817551215692 74.63198130268256
26.423270931085927 74.60327647924865,,,26.489841937501406 74.64107658145403,26.42945569764434 74.6497862077946,26.42945569764434 74.6497862077946
26.453681053982514 74.63672816496221,,,26.450742031585477 74.57703362426084,26.448879384899527 74.64955939005374,26.448879384899527 74.64955939005374
26.442201105262633 74.60151489760527,,,26.424780113542912 74.65369272824103,26.45444207740519 74.64242704579289,26.45444207740519 74.64242704579289
26.460344905210516 74.66294648975784,,,26.44627861027491 74.66708691588288,26.453246400634537 74.59407930199926,26.453246400634537 74.59407930199926
26.44754721507119 74.60087610718035,,,26.468290532357727 74.62563850753945,26.485740109671703 74.62179895465651,26.485740109671703 74.62179895465651
26.50142971594103 74.65322671508731,,,26.49519425409485 74.6382020028697,26.429078707690536 74.64059037447151,26.429078707690536 74.64059037447151
26.44515084855336 74.66260975906505,,,26.473022746776692 74.66759090148959,26.429658230851924 74.65950665185682,26.429658230851924 74.65950665185682
26.449688068013657 74.5828467977874,,,26.46802767623696 74.63100174093809,26.484654833689977 74.61102422546136,26.484654833689977 74.61102422546136
26.463130491744053 74.60311468460608,,,26.507410177063583 74.64149430698188,26.449693257918888 74.60451508246592,26.449693257918888 74.60451508246592
26.4196490673469 74.65919197740487,,,26.447611558110918 74.58215874341559,26.431480376263845 74.63459198408385,26.431480376263845 74.63459198408385
26.433617087527896 74.67140079967866,,,26.403063403127806 74.65099458084246,26.435034253467695 74.65836360786439,26.435034253467695 74.65836360786439
26.418398128549534 74.65503169048827,,,26.449777437280776 74.57722391000905,26.417682859629334 74.62678013678777,26.417682859629334 74.62678013678777
26.486488923617696 74.65237490431737,,,26.467846161492307 74.65448764380727,26.405638874799354 74.63815907449244,26.405638874799354 74.63815907449244
26.508716224057057 74.65090362533067,,,26.497927927650036 74.62107387248655,26.48525201111054 74.62312673894219,26.48525201111054 74.62312673894219
26.43560783528023 74.68933520057705,,,26.399940410019042 74.63863572758301,26.42253019168791 74.67299971685608,26.42253019168791 74.67299971685608
26.422570272112548 74.62365649186438,,,26.42918263273044 74.63282167008818,26.476320774192587 74.6559512454687,26.476320774192587 74.6559512454687
26.400086318008118 74.63686695803494,,,26.464300457973078 74.61828577876419,26.48463493848069 74.66514603768992,26.48463493848069 74.66514603768992
26.43634308732805 74.6818155557565,,,26.468411901890367 74.61121862043832,26.45919697602298 74.67812214631705,26.45919697602298 74.67812214631705
26.442800601632012 74.66657065051926,,,26.50219100594183 74.63562250636502,26.510276318601353 74.63516489585663,26.510276318601353 74.63516489585663
26.480484394186767 74.62726133198291,,,26.464752506719158 74.62656391877063,26.498097985576308 74.63161982930478,26.498097985576308 74.63161982930478
26.458377000164244 74.62429985588304,,,26.497373148267165 74.62648842028324,26.421593525807634 74.6350914618518,26.421593525807634 74.6350914618518
26.486143539088783 74.65522339379766,,,26.447631093044286 74.69627518746968,26.397937504905556 74.64776697090919,26.397937504905556 74.64776697090919
26.45172178891505 74.64747739766356,,,26.44346949460875 74.67968640247638,26.431862286293885 74.63763982471951,26.431862286293885 74.63763982471951
26.457136684265897 74.5928646227408,,,26.505486010387273 74.62608740626939,26.44068763570973 74.66299936644324,26.44068763570973 74.66299936644324
26.430388490173584 74.61596949471952,,,26.46539720534228 74.67475204268979,26.476349957929543 74.60467884588732,26.476349957929543 74.60467884588732
26.4199608288163 74.65662258728167,,,26.458002057517398 74.60959449148801,26.459272357299835 74.64844034333353,26.459272357299835 74.64844034333353
26.475627490570705 74.60909665506931,,,26.455350238909617 74.57413509462589,26.438948194297772 74.67415355662102,26.438948194297772 74.67415355662102
26.41867342453861 74.6496476981888,,,26.456874372455857 74.65683582859013,26.47450754762526 74.65288754423342,26.47450754762526 74.65288754423342
26.420100374581175 74.65080661489581,,,26.453455436770245 74.64921437639346,26.41558340547947 74.65495840472151,26.41558340547947 74.65495840472151
26.45844612993218 74.68489948842742,,,26.436903072509583 74.6923417099222,26.459404623987925 74.63586508658193,26.459404623987925 74.63586508658193
26.490231778352378 74.6638800670539,,,26.46979800136062 74.59696400920663,26.438036578961455 74.629193765125,26.438036578961455 74.629193765125
26.502993998085685 74.63547333387997,,,26.42926788861893 74.63269537718006,26.51800724358384 74.64190146132265,26.51800724358384 74.64190146132265
26.45398000075186 74.68345329495702,,,26.420275407179513 74.60531361774844,26.491972803235072 74.6204681724308,26.491972803235072 74.6204681724308
26.449944151068497 74.59033293389126,,,26.438386921925833 74.58907759965922,26.439109049878546 74.62045487982945,26.439109049878546 74.62045487982945
26.480628191164048 74.6067478559768,,,26.426635599489963 74.67166842525441,26.440019227582912 74.64667540238459,26.440019227582912 74.64667540238459
26.427646375819318 74.67747745738042,,,26.45110091351296 74.62844639236144,26.452659542616548 74.69096934850388,26.452659542616548 74.69096934850388
26.41035105333769 74.65419088721362,,,26.519500258041603 74.64222966825862,26.399010692766208 74.63601599946149,26.399010692766208 74.63601599946149
26.411810759109155 74.64921964714885,,,26.467924968174003 74.63916941474163,26.44749765641703 74.5968487796064,26.44749765641703 74.5968487796064
26.479444328134136 74.66087475469968,,,26.474776838587946 74.65300752974976,26.429973108083047 74.60660781376579,26.429973108083047 74.60660781376579
26.468102270223365 74.58250776511876,,,26.46797858605174 74.63446625917788,26.507339694007104 74.62524510038901,26.507339694007104 74.62524510038901
26.505945762642114 74.63619212753136,,,26.447192926869864 74.6034307981024,26.500064563366045 74.63430017524931,26.500064563366045 74.63430017524931
26.48628539343483 74.6657907850069,,,26.507075084146976 74.62313985937571,26.4218813530906 74.6273796489233,26.4218813530906 74.6273796489233
26.48391322267588 74.60678470492475,,,26.502061510348884 74.64324967521766,26.4462206950098 74.65536148320552,26.4462206950098 74.65536148320552
26.484211889098095 74.60627532126891,,,26.466146958147668 74.607347910536,26.45438849488134 74.60219776352591,26.45438849488134 74.60219776352591
26.450025257011454 74.67382824911891,,,26.44846471935614 74.64343605663288,26.476455194815493 74.65129153147231,26.476455194815493 74.65129153147231
26.454825673597966 74.61819979837603,,,26.481610066895783 74.6126378632144,26.449201523986556 74.58544418573067,26.449201523986556 74.58544418573067
26.43717789153312 74.67564345464768,,,26.443089029946442 74.68685039329512,26.43830636334009 74.61733776663041,26.43830636334009 74.61733776663041
26.461568593791217 74.58435235987318,,,26.51490724204235 74.64163473077866,26.402529573978722 74.65068056791063,26.402529573978722 74.65068056791063
26.429404681524026 74.68063982867609,,,26.425175342068737 74.67389857165625,26.481090071002054 74.64305479505423,26.481090071002054 74.64305479505423
26.416086138880004 74.63401541688535,,,26.462725327743115 74.59007909775808,26.47610178311943 74.62225632458635,26.47610178311943 74.62225632458635
26.444814261445337 74.65934763843546,,,26.41906536499287 74.60288849112548,26.472142136147 74.65519752251848,26.472142136147 74.65519752251848
26.481406358328364 74.61156112244461,,,26.401543790442776 74.64566042491649,26.477933057137548 74.61565533645162,26.477933057137548 74.61565533645162
26.409999011973014 74.6224064668053,,,26.394565006760995 74.64864804851646,26.444406131174198 74.5873911352934,26.444406131174198 74.5873911352934
26.407632270372996 74.64455127370537,,,26.4533189651485 74.59340107642258,26.391328519068214 74.63302701398845,26.391328519068214 74.63302701398845
26.425855446149306 74.60800372487073,,,26.39657455210817 74.62867044549476,26.436933756036556 74.60601292122861,26.436933756036556 74.60601292122861
26.422965273512393 74.6647213128111,,,26.502722806221225 74.65305991157896,26.4611700595629 74.62968312785452,26.4611700595629 74.62968312785452
26.38771545066875 74.64073190344031,,,26.45661494785485 74.61911865019353,26.41715359516277 74.632291920595,26.41715359516277 74.632291920595
26.43045633944539 74.69033100877816,,,26.466360386449544 74.61491603107162,26.396215968459604 74.65164525464544,26.396215968459604 74.65164525464544
26.462569850922105 74.59658616055141,,,26.449774727337687 74.69145267600284,26.46802827524498 74.64539131919113,26.46802827524498 74.64539131919113
26.50249927947416 74.62509540521513,,,26.431796228065185 74.68242407529532,26.472848126427447 74.6624336672386,26.472848126427447 74.6624336672386
26.476030787955235 74.60253165642978,,,26.45492031063067 74.65120806504545,26.44235692354149 74.67352449884503,26.44235692354149 74.67352449884503
26.49467512392731 74.65549242178095,,,26.426909697987096 74.6586724311088,26.481366781227475 74.59811842499309,26.481366781227475 74.59811842499309
26.429911112565662 74.64140207312273,,,26.4272418861038 74.61611990464884,26.46070296105457 74.63497197637982,26.46070296105457 74.63497197637982
26.396654613497244 74.63480907816307,,,26.43218630938578 74.67025512318456,26.446722036656624 74.68699477758169,26.446722036656624 74.68699477758169
26.4285993457822 74.60881494509376,,,26.502438939727995 74.62543053715184,26.44696168534487 74.6642602193088,26.44696168534487 74.6642602193088
26.45737412771319 74.59705601855325,,,26.405252621273533 74.61626060033787,26.434572798603483 74.68449297304154,26.434572798603483 74.68449297304154
26.441626252846138 74.68834367877345,,,26.421053788845082 74.6639456247465,26.40167487690148 74.64919786008382,26.40167487690148 74.64919786008382
26.50846423902967 74.65347568742165,,,26.485338783805968 74.66400558169062,26.46769611226316 74.61927207922999,26.46769611226316 74.61927207922999
26.47656067250719 74.59143520304579,,,26.432231795833072 74.61703910892189,26.405975807167458 74.63219552379041,26.405975807167458 74.63219552379041
26.492518159010075 74.64333490570304,,,26.47442003107544 74.6707028979905,26.44770938435417 74.67680893358283,26.44770938435417 74.67680893358283
26.519569059889754 74.64396389297298,,,26.477692921688227 74.64431800721155,26.44033869836493 74.62176879968936,26.44033869836493 74.62176879968936
26.41182101831657 74.65322212015644,,,26.48764820208269 74.64723350472791,26.402108501794874 74.64352998399329,26.402108501794874 74.64352998399329
26.471417628833855 74.61020252219735,,,26.46384879285764 74.68211913796898,26.49458430505984 74.65645727328015,26.49458430505984 74.65645727328015
26.41063145279365 74.63521760389897,,,26.457664604317827 74.6225399258327,26.3961088496847 74.64695894361992,26.3961088496847 74.64695894361992
26.442662218267262 74.67860751135007,,,26.45906505349025 74.60686433370304,26.439052809278763 74.65901031570705,26.439052809278763 74.65901031570705
26.41338705287193 74.62337062609852,,,26.45981493801328 74.66137271627083,26.423059689482354 74.60056586494379,26.423059689482354 74.60056586494379
26.478084564135568 74.59411378125698,,,26.39247637713735 74.62882208689055,26.480301216976894 74.67331915294851,26.480301216976894 74.67331915294851
