Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.87329183404133 75.81261109764127,,,,26.824432003053687 75.82158297519558,26.85825658294379 75.89516055900181
26.768907358240224 75.85576498057921,,,,26.985894804191414 75.77903710066526,26.869929583918633 75.86917657297369
26.875016898058302 75.7690827365967,,,,26.927302262493008 75.88699241447942,27.00801297830966 75.79477368252057
26.92268920074753 75.88038900096828,,,,26.873698221532077 75.8670624215232,26.862606694340048 75.8520795340888
26.79205135232114 75.8199899207134,,,,26.994358221745433 75.77188658748732,26.845705891477554 75.84983237812472
26.890235508659725 75.75754938586223,,,,26.7932768015096 75.87515296655062,26.885487182667 75.78341689411471
26.869730749435174 75.74179122429283,,,,26.87761808382362 75.84213895339504,26.758103735419965 75.8545598507395
26.840343991971324 75.90272700782492,,,,26.91660649330725 75.78301202757062,26.897263851979503 75.8294586384144
26.89145902870195 75.71881574383045,,,,26.86576248702172 75.85386299743165,26.911738304755033 75.73541486904311
26.940211320974182 75.74837506160316,,,,26.86239608541127 75.81791428025744,26.87006420018364 75.75142106077375
26.942864855361588 75.70726516497567,,,,26.92866071436808 75.75468430106365,26.985310000730603 75.82365983415258
26.85572798621756 75.74408338079331,,,,26.797561747340456 75.80816301514449,26.85875999679347 75.78107760848482
26.839948988597875 75.79026136501268,,,,26.940551054161215 75.67446090727125,26.869234808510935 75.84521933029751
26.935884054551497 75.6907985226038,,,,26.911157574084445 75.78572858694659,26.8873263691455 75.87779686515223
26.863831349017268 75.92070085857507,,,,26.97159754246022 75.77198787468497,26.787893586119655 75.79763303097803
26.877638116163155 75.76144499306552,,,,26.78873090261621 75.8491933185119,26.86418641999371 75.78433289017322
26.797508113527513 75.79424002254353,,,,26.853887454175332 75.76051207749161,26.787896638189284 75.84219934635894
26.819843144486637 75.8985854351889,,,,26.855621240138724 75.80621856032566,26.962942383621513 75.73019220665476
26.882599658649333 75.82833398670095,,,,26.96004583755072 75.72497782921195,26.86628448885039 75.87439058262581
26.904573154556488 75.69733802109363,,,,26.858478509428146 75.82946076730597,26.95844287906012 75.75634388905169
26.911805699772437 75.67248552680297,,,,26.905830566129232 75.76282420193866,26.928838283235958 75.77894678339806
26.807854255391906 75.7829743438214,,,,26.82757675062373 75.84951787441808,26.873147660856272 75.83359534073722
26.944980255486485 75.71634098610846,,,,26.753739849267813 75.83748850859162,26.84381920240041 75.89852656616817
26.907007531078214 75.71422978021971,,,,26.86609718447591 75.8795095927958,26.752329532777114 75.8487205997409
26.77474041580305 75.82888254614087,,,,26.836502465549657 75.89683285250608,26.927374502281605 75.78364831149024
26.972686814200472 75.75524049848171,,,,26.876404907330286 75.84928485402739,26.809006686912227 75.83275506873822
26.766236556384893 75.8622685551259,,,,26.820763651109797 75.84056323898999,26.89005017050576 75.73189677941913
26.931525058371424 75.77019555515764,,,,26.976090968576706 75.77359229914386,26.832439033078877 75.87395900898198
26.948968707985983 75.85973338738869,,,,26.908658266045304 75.71448717519975,26.922568037103193 75.77820808261427
26.974099869254786 75.76431759306284,,,,26.8331715642926 75.81017453693588,26.86533169464194 75.91534376178359
26.77061978409132 75.86047127763554,,,,26.898755603062643 75.92166470361605,26.921336636760685 75.77221667172535
26.877243420738505 75.72163743518576,,,,26.95052582647361 75.72223472185976,26.895182667021206 75.66923269833931
26.921459802858873 75.79702637196898,,,,26.878960791141086 75.82985552798803,26.898911025667747 75.72495303989008
26.912801432359533 75.77620785164306,,,,26.87580807585475 75.69535003291529,26.96714550535418 75.76887988505527
26.770471028754358 75.84686345860021,,,,26.865168076200394 75.89369279119407,26.768346869073167 75.86530808440871
26.802479586483845 75.87577570296872,,,,26.911484847105203 75.75558085998416,26.92295416582614 75.80110860806222
26.91216107769311 75.70335312129608,,,,26.84707727771727 75.91330240540341,26.975626246277063 75.74323354564405
26.906165141731183 75.69931252660345,,,,26.87016366844196 75.86402637876353,26.796401123377606 75.80519619444931
26.93453058105119 75.85166391982037,,,,26.930905135820115 75.74542705562378,26.95407550495075 75.8023425155905
26.901981383641495 75.68763620510889,,,,26.813092058185656 75.8329723850398,26.818798504108482 75.77629914896687
27.009408485748263 75.78302209733697,,,,26.965610248232604 75.79781565289504,26.953618381385088 75.82414769363298
26.821349021869057 75.87126681621352,,,,26.898330673614012 75.6671737914474,26.79771307762346 75.78879757632305
26.935031340851072 75.82886289842419,,,,26.891559573514627 75.78915951455434,26.863459919336993 75.77183240102907
26.89898242949318 75.81596350700057,,,,26.938328677598967 75.67540935089116,26.88087163493978 75.68315993976573
26.849103176555456 75.89313281385017,,,,26.758333213549474 75.82611106158419,26.920660284636405 75.7097670678951
26.849915115956428 75.81683522908334,,,,26.91951924994486 75.77782702337981,26.97825367252421 75.73253235247641
26.91852858248648 75.70895102498768,,,,26.85752560381484 75.90185505797069,26.85771740409516 75.78366401684104
26.989559844973286 75.79291870884632,,,,26.932755484687757 75.87557256034519,26.908301500802583 75.87716357619108
26.90726838649769 75.73592101638613,,,,26.849408121444153 75.87677090908801,26.83454140226463 75.85679357545396
26.953960072493597 75.78381346445912,,,,26.865446066723347 75.70946430390931,26.844066421266877 75.8902159269416
26.876940859651477 75.69018663260066,,,,26.972091139977547 75.73596407505417,26.856673902844392 75.87126611956252
26.913345686385348 75.7312505430441,,,,26.919027293016924 75.80349744873656,26.839977979352653 75.90895043033393
26.893496460741584 75.72175690787654,,,,26.90638558600781 75.76164284938399,26.88897775185558 75.93689229818615
26.946272199988794 75.85216580012678,,,,26.947810116858854 75.865234981973,26.84111850336402 75.88922256289158
26.777735773037122 75.82775832558177,,,,26.942823820236278 75.7233501043999,26.891190272319122 75.83858888558838
26.89791266929486 75.72543768103722,,,,26.759731286908792 75.8253345867088,26.86060843844287 75.77611733745736
26.88538283131183 75.74533432575323,,,,26.923276681565707 75.80799171323197,26.860913280574838 75.77677133028085
26.921875993247326 75.69335646144283,,,,26.882745787738582 75.70138724464437,26.877087989306528 75.7881261798551
26.961460642368014 75.78834120017018,,,,26.917680407069287 75.78760679121253,26.787931940311893 75.83644448628804
26.87188210959317 75.88640651126327,,,,26.829867386295685 75.8952700860435,26.87849323074361 75.81304843002096
26.951452954249607 75.83766714741785,,,,26.989193178333608 75.74905709386104,26.84468118344443 75.84287532886177
26.949078979931347 75.73762848959076,,,,26.850658029825965 75.91313732015713,26.871566694555426 75.80663604307976
26.881534036293917 75.9395154904472,,,,26.990327646311663 75.75328708149034,26.87897204407501 75.76172600316849
26.942420528476294 75.77155534494702,,,,26.955878866749728 75.74202496919932,26.758968277811793 75.85303831892516
26.947669497749043 75.79456792280943,,,,26.92639700244812 75.87424036595345,26.832973915056655 75.80091386919476
26.881979239530157 75.72495052034643,,,,26.829632663090024 75.90605539526666,26.946150705360953 75.69956903578365
26.948979815732056 75.69226493134263,,,,26.836836004214536 75.90093886709182,26.8017517740624 75.79591063038694
26.852772885037542 75.82271389877089,,,,26.96232007684871 75.82612114260073,26.953915646967953 75.72173339465566
26.936301676620687 75.79577092983348,,,,26.795967209983512 75.79434196751467,26.919375682366105 75.8429094819801
26.841908109745635 75.79701232684694,,,,26.94347070688432 75.73669612270064,26.923857563679476 75.87778891353021
26.981315178580687 75.76182193571164,,,,27.002698556955306 75.76229690072802,26.805561620181393 75.79583781597904
26.939338381019095 75.76447841714709,,,,26.87421980606251 75.90677981359467,26.862857526085953 75.76910605254702
26.91279328944199 75.9117473304405,,,,26.816988280524143 75.89769386912482,26.86704959602112 75.8094245714782
26.910780581723838 75.68003625190426,,,,26.993496177383047 75.75195890790847,26.862984549139473 75.81365581373932
26.769104563178363 75.84361720263811,,,,26.94149250964838 75.76298859563201,26.782786128895587 75.84432680005264
26.859240389529937 75.83547263347117,,,,26.77551833294911 75.8582192557717,26.915448962264133 75.90835267969783
26.912865102953425 75.75542001404132,,,,26.92790166458618 75.84618872116022,26.862947296898803 75.89030206597414
26.86741733245933 75.92913579484174,,,,26.924492588964036 75.81716020327818,26.82460278937392 75.77199681400027
26.934227441734222 75.79161095016127,,,,26.91997034533739 75.79224514720632,26.935227863210095 75.6759149795818
26.968714086073266 75.79775283905467,,,,26.87617214157737 75.91530802900049,26.90436126696911 75.81935371274352
26.88200523160623 75.70185326444143,,,,26.90117913870539 75.67647220142472,26.855409332936205 75.73335631056905
26.949299554049897 75.70603055792574,,,,26.981280068661007 75.76020482403209,26.930278976064958 75.82488826892741
26.954446265057364 75.85685266619039,,,,26.830205151851466 75.78985612563767,27.011548842175863 75.77316440759712
26.965730454880084 75.71520990559839,,,,26.856564217761274 75.83640665837592,26.816301671636726 75.78883738082523
26.905391702047226 75.72426206898938,,,,26.898270228223915 75.82145633574062,26.944050035562558 75.76628485329428
26.954017765217763 75.85897816821794,,,,26.939190313708764 75.85950913395152,26.8091305765988 75.8578180799388
26.921148045333524 75.67650470196956,,,,26.83848358772194 75.87724608057576,26.853059348587514 75.924912744594
26.89064436811962 75.73840175637625,,,,26.904839805116385 75.86139942023956,26.956284436319013 75.74556676014303
26.886835833121342 75.68602705102285,,,,26.841959339940026 75.7270502761257,26.96275695462547 75.85025390297744
26.951749058858788 75.84611056120329,,,,26.852078947059006 75.73724121943062,26.76791445651272 75.82431437476404
26.90799581524471 75.74417497275735,,,,26.925329707193985 75.84887977878476,26.852179030530383 75.71384817930632
26.89277253255399 75.91865666479951,,,,26.89076071373879 75.73841039642662,26.853908348283337 75.84949305271168
26.984398475762426 75.82635534149978,,,,26.93237150078058 75.72924489334142,26.915286465093196 75.86302738839066
26.832649868338446 75.81975980685495,,,,26.865963057675977 75.85574327329682,26.889693383771146 75.89905169961789
26.990344839081843 75.74509451941634,,,,26.967753039748768 75.83135379381608,26.908793843200108 75.75378368720267
26.958297857725732 75.69394883511654,,,,26.931392881944472 75.82263772914074,26.870347602990417 75.83941312541984
26.84231755288766 75.88146585362404,,,,26.873661363112706 75.7882717882779,26.986144315049074 75.81536717656863
26.946864782032417 75.71552194500654,,,,26.987499760442734 75.80902987347754,26.795140112749166 75.87213866079223
26.944159448038693 75.85594257512085,,,,26.814567980882547 75.83335858084601,26.845139061390334 75.88909321723429
26.79394659543347 75.78365192917715,,,,26.879338799415958 75.6958731947859,26.96557493347273 75.81508236982692
26.935320560661115 75.79538384038946,,,,26.81899681452107 75.83709813493537,26.956568047174162 75.79366075968574
26.991494649181497 75.81232662322063,,,,26.856206693401337 75.74668860861779,26.904977989687747 75.78674451665614
26.998335602608638 75.74617247476331,,,,26.855863444825886 75.85018989866337,26.86633620921793 75.70929731098673
26.90110962009414 75.8787283697898,,,,26.892344900248197 75.72587176000683,26.76353216658217 75.83921238855119
26.97803747361567 75.74792392921809,,,,26.933435952995563 75.6963615466456,26.926214764618997 75.68899961767316
26.82621488119271 75.74594763680538,,,,26.755592144755926 75.83116544411963,26.813559155563617 75.83171639412568
26.778570464039248 75.80541218892645,,,,26.81827016257591 75.85033394878351,26.895610478137645 75.70833763346748
26.865505239582994 75.81093663160641,,,,26.975446336358964 75.7937750111935,26.752468970345515 75.84456454987016
26.893091134245502 75.86816953795996,,,,26.850795500425725 75.77299341397007,26.86568093738318 75.74941704455661
26.927035453296874 75.81870817652066,,,,26.882393777198395 75.84036949637135,26.881053181472705 75.90683734616145
26.914473462163365 75.72478041193445,,,,26.899994834614517 75.85430838068744,26.868844762720148 75.87186160007882
26.884254514378355 75.94401588454349,,,,26.98130762245738 75.7615022229609,26.837611745892023 75.91239396090722
26.925498275441274 75.87121631762008,,,,26.869347325549157 75.73398616242443,26.944426831957426 75.74382114381824
26.860068854365892 75.7871568754688,,,,26.882352685318757 75.76032645367728,26.887482114558054 75.74782843582646
26.936900264982068 75.6722490332892,,,,26.803472993199005 75.80176819365488,26.87059689831494 75.69640156123226
26.843627520568575 75.89109610661036,,,,26.905085740396856 75.74707034307055,26.836412362471997 75.78200181717098
26.963197558986405 75.84386856263218,,,,26.891347476261757 75.78300637706712,26.99911145814453 75.77295736388278
26.950015738525636 75.72802372190424,,,,26.965026695132394 75.84149658619476,26.74326377080414 75.84627849479475
26.987019802600095 75.79364983165271,,,,26.878157171513873 75.68999234946358,26.895678116261475 75.9087744991969
26.898731631503534 75.88930316812699,,,,26.899302954052306 75.9273554775135,26.944675292229352 75.79727077783897
26.83793101747522 75.81207787785962,,,,26.90279508105153 75.70338733773629,26.83947051649579 75.91030520525585
26.784676066654967 75.85333592255249,,,,26.903255480955572 75.88530996754875,26.78210694891936 75.805853798223
26.840135158631607 75.77074766049827,,,,26.920204354128554 75.68998748609822,26.918494533607475 75.66451396371315
26.90542810134475 75.85085952333351,,,,26.880561402595813 75.85924627913224,26.962069678934206 75.722656445016
