Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.885842693428007 75.68351938226648,,,26.95329956865942 75.83397694103427,,26.82800930671551 75.81379900416177
26.897501941949297 75.83780322568994,,,26.814975093655512 75.77959904156913,,26.866492979693994 75.88072389233025
26.91648096611877 75.82268847799058,,,26.936023645997757 75.76941726469539,,26.7945053184196 75.86463203835449
26.989907315803706 75.81346546508975,,,26.956974936290756 75.74099246900167,,26.84216739363038 75.88522107424906
26.80896350953827 75.81571526350669,,,26.886848981184034 75.7908856836182,,26.89302168284107 75.69896673001632
26.92475943165765 75.80471628652901,,,26.976167654063715 75.77043030578014,,26.8953705375586 75.89699577556846
26.924418297332828 75.86518126529307,,,26.856247445893462 75.91364589821049,,26.952831819541256 75.71937420836386
26.973791975076907 75.79253885081333,,,26.90939658358653 75.75187466044987,,26.95319213785861 75.74985731303977
26.847076230304257 75.8260469031841,,,26.854859221945592 75.88562106782868,,26.825502558651216 75.8631729678072
26.908479200978693 75.79402977313161,,,26.876514443421684 75.82272873754653,,26.907637483923363 75.77574290174023
26.86362135149813 75.85634338445081,,,26.88844424748003 75.93394714646264,,26.89864265164494 75.66330771160109
26.898213185257706 75.87197728617564,,,26.941382681334733 75.8566984081967,,26.93645999273941 75.8442282903369
26.933895315607582 75.76614774688042,,,26.812666842506612 75.78035355717498,,26.845569047351944 75.77928870676129
26.80178175527004 75.79598530359267,,,26.876893695746976 75.87310302988998,,26.747882960869283 75.84542120510176
26.895056782415413 75.82843163955653,,,26.83216928216792 75.90420624474805,,26.909876152973297 75.73839068955338
26.890296974384857 75.70924841551036,,,26.80110266596474 75.81318790355536,,26.860759317706492 75.92673530577667
26.848761242121764 75.84045176507063,,,26.90072343976768 75.77434117209941,,26.832437433634617 75.77306147311924
26.976768809039886 75.76069089100923,,,26.961122525741935 75.7036589029893,,26.928224769229733 75.70515033904215
26.773294073136064 75.86324941424071,,,26.780415495164153 75.84819899983003,,26.92994674120503 75.7399728778579
26.96019543319899 75.78293563593358,,,26.85674139395917 75.75075935044481,,26.89195447320748 75.8852605746892
26.865579332930132 75.78750947907187,,,26.74979793269202 75.83928143064178,,26.89820032973708 75.77857300933698
26.831519969619876 75.89550348311255,,,26.914329424850322 75.8268416702371,,26.97976973318306 75.76426985645172
26.893744538489766 75.9287071057127,,,26.894671499056486 75.85619483657085,,26.910782165845436 75.71983722995083
26.90413797864945 75.85707250000729,,,26.952811416704115 75.70091997207254,,26.875567485566698 75.85818212796136
26.876609978126726 75.82786485559316,,,26.93602342159148 75.766489272462,,26.912245931901012 75.71323930437553
26.956780942721075 75.70298795271287,,,26.829312459137324 75.76426664285613,,26.85508256603564 75.82359065382947
26.96518739511511 75.70874613563679,,,26.774689130039448 75.86144107849411,,26.77661887339575 75.84449781479418
26.866961502444052 75.74775985267684,,,26.873975563679455 75.73013030625438,,26.87635654829406 75.81235417179563
26.88283263097038 75.8570904544414,,,26.825220143287073 75.84044123705138,,26.905655319234757 75.84911511459353
26.885085139663833 75.83918726931631,,,26.98766730417708 75.77833775418534,,26.863008306681408 75.70587538185355
27.002600634604534 75.77277277223217,,,26.951907211283604 75.74094727219007,,26.946086340689376 75.73322184698397
26.93736321421168 75.869079126338,,,26.91843537156998 75.66562040353423,,26.874131622069264 75.88855898328306
26.904031024544363 75.82314574697581,,,26.8519537969508 75.92018664678038,,26.899639054352566 75.85861487323757
26.85351591605665 75.8945974774958,,,26.99537112108407 75.79289144114725,,26.924568367796844 75.8266602289311
26.87334021950505 75.7338218362787,,,26.98707094751931 75.74128299613818,,26.838263810449913 75.76463117334829
26.905020137663552 75.78685873628734,,,26.85308737779283 75.86419643873067,,26.89930677192366 75.72451163391415
26.849679643606503 75.88689068757574,,,26.91612780569469 75.88347798778514,,26.79131547592976 75.85070232800649
26.909755854036284 75.86372468713986,,,26.92774453590098 75.66981438804616,,26.853272662286063 75.79588946516999
26.9456139391531 75.80601617735698,,,26.97906884446021 75.72680961084086,,26.962418943423113 75.7001528485673
26.840580490668508 75.7723341123738,,,26.87364396493213 75.8066908405594,,26.851965836623958 75.88803157460946
26.844290119701647 75.81487168500388,,,26.956124307568846 75.77128956460962,,26.924562326240732 75.72502211634902
26.82066510606921 75.8660697087173,,,26.77651578711281 75.80712857661476,,26.942372404397513 75.73758795147484
26.877101667898458 75.86518218971868,,,26.771312251502337 75.84141076932092,,26.902034280218636 75.79568339564103
26.85148782556984 75.7965138228307,,,26.88231646993787 75.84568753394944,,26.822281106340547 75.7829483457302
26.78774816083308 75.85113781847683,,,26.921847730437122 75.73305523066655,,26.819341693998638 75.75474520790092
26.953439469134455 75.70705846834475,,,26.961736218604173 75.7368251853034,,26.90224415767752 75.81312148323592
26.872471930010523 75.92249202723414,,,26.895226192833515 75.74073492584301,,26.945764617379716 75.67865115518991
26.87138038058788 75.73737181828308,,,26.759472643981862 75.83508271122007,,26.847155638712653 75.83765542515371
26.831930984657763 75.80344383015883,,,26.894460700147718 75.67478747835418,,26.943582682156336 75.82029116373509
26.90079513897616 75.70356659589764,,,26.921332204752932 75.7430269260748,,26.82254188806089 75.84968310875404
26.93383414388587 75.76847176034613,,,26.896145357854916 75.67411365591212,,26.94510772739786 75.76785129597741
26.945488356536494 75.86709047124555,,,26.942615639683858 75.87708482648485,,26.917593304210737 75.74909325863395
26.96781756061688 75.75639670873659,,,26.950645468433265 75.73523481936752,,26.912261253455693 75.67193948256579
26.883756429446976 75.7735746322559,,,26.857859892965678 75.78313179141435,,26.872199344842905 75.79293203762546
26.88074210096096 75.88973841876111,,,26.911663785784217 75.65134329493678,,26.863781994670795 75.70835322930287
26.937979890740085 75.67299390926817,,,26.84502779813584 75.83674567062393,,26.822684403520963 75.77672184590472
26.859086547942262 75.90381501150802,,,26.94550397882365 75.76581475629018,,26.904592928362888 75.70602231873488
26.927720299154803 75.72235620963686,,,26.86103738315567 75.70308193947947,,26.910292556775705 75.79313235547316
26.918299870037988 75.77818809112424,,,26.96688874226069 75.8167006007823,,26.857616901613284 75.7312298922196
26.88814870906999 75.74778692508394,,,26.957902637507996 75.79019958432359,,26.811491284805264 75.76295561978164
26.925503930226938 75.89649076625842,,,26.94815018871718 75.80699430192801,,26.899873470778786 75.74363333147798
26.9778985780519 75.83364778543721,,,26.913672831062893 75.74100724885696,,26.864063840032255 75.81872084637256
26.889695376634666 75.92954361918673,,,26.854221465303134 75.87107011281113,,26.79146476424815 75.79332695222804
26.900167510376722 75.8827309894239,,,26.857783876167286 75.89958019198299,,27.014350710310588 75.78024442476556
26.9339922514671 75.67162167108984,,,26.960044571074526 75.76011483846378,,26.892118488389023 75.74230032908473
26.83819807778339 75.80267577050677,,,26.960352719042525 75.76260745615205,,26.938830994726246 75.85290844725343
26.940792779800955 75.72320927746496,,,26.867637007942935 75.70808458876814,,26.853331711819507 75.8327752419221
26.904377287891524 75.91570873733764,,,26.945806423319763 75.68674884914668,,26.931383974682245 75.84162184987062
26.863969604997695 75.73367135473306,,,26.970688644483285 75.78969473864774,,27.007775793729216 75.78122077745225
26.928711158278226 75.88730907492146,,,26.925121035045155 75.86055298712277,,26.954376540300142 75.72799061232516
26.815162102525946 75.79031483158772,,,26.81184584000289 75.88521541250512,,26.943160750259846 75.84035400919478
26.83897131723624 75.76323704948695,,,26.91784145683709 75.8388137929019,,26.842258045342795 75.82277637340687
26.796681036144893 75.79282324992425,,,26.908505622565794 75.77286414878712,,26.910144904583774 75.91085313094065
26.87744581513009 75.9428340348916,,,26.982803275118115 75.75269673820412,,26.768370467845823 75.8445050422104
26.843727930593012 75.86683576397022,,,26.907441143201382 75.68861536060182,,26.998804276193596 75.80238495351105
26.952466904223108 75.86495962567011,,,26.814209321278167 75.83911165792543,,26.830340829818294 75.89415000979812
26.862356045250515 75.91575480891137,,,26.893017243498626 75.78362220539236,,26.983829158315363 75.73849784051787
26.84082778252438 75.81413134221323,,,26.912739446933283 75.88787100448003,,26.781525594996864 75.81680511897011
26.86819736768819 75.90048514895672,,,26.927006780642714 75.67129172363583,,26.847970386531145 75.81938787734234
26.89736358956745 75.7802093651018,,,26.935675203392766 75.85278079536285,,26.866281243839452 75.7351327912572
26.780395157664845 75.86649596528984,,,26.985677690293027 75.78091875248276,,26.863426006898564 75.91830214367796
26.910976245520335 75.75873859785838,,,26.902635175730882 75.86040729550157,,26.902215377280697 75.84071540977519
26.906602282527626 75.83536572342916,,,26.81807715533454 75.78058649180151,,26.96055947388793 75.8327653547467
26.802950304981632 75.77185399475307,,,26.871910938874386 75.9367704056309,,26.868509737437776 75.90067309245103
26.924780366713076 75.76992477250107,,,26.87116566041683 75.71253122709031,,26.86420806555435 75.72619276289501
26.938692430436394 75.76712317289063,,,26.823449094933046 75.83957631272145,,26.934045281082255 75.73921886222735
26.947443128878554 75.85801777441144,,,26.83859584257609 75.87941647616348,,26.857196585033208 75.81565466732737
26.97061669338552 75.77530611888301,,,26.93926128591089 75.77651463145828,,26.93958655858577 75.71118619551625
26.924318235318548 75.76610328823055,,,26.869460843779784 75.9353424224222,,26.99287690522591 75.78844395822787
26.878921336609192 75.84352982141591,,,26.927148040778082 75.88895716307754,,26.93204758162731 75.83562887338822
26.820461321903416 75.75169422173965,,,26.827911195818942 75.88149762656307,,26.823222131447608 75.76472089472286
26.809496702946696 75.76407964584628,,,26.808402992670967 75.8081220419864,,26.778469356452643 75.83214413344919
26.85029772218784 75.85022584969974,,,26.898101116027277 75.75086818139998,,26.81050657261528 75.8063002818515
26.98749173918141 75.75378796006956,,,26.883984951453748 75.70205558475652,,26.87478336008321 75.70312416870836
26.910715262228273 75.88419534230043,,,26.809213540769246 75.87318793995694,,26.873311709472944 75.71616395461473
26.934124846501927 75.6702145488024,,,26.902220527067804 75.76657494361638,,26.98539064431174 75.77523176888728
26.85408353957443 75.89410935548024,,,26.8227523338856 75.89762642304267,,26.88043887774984 75.71188622044669
26.898815322630117 75.82472140748666,,,26.93908039399556 75.87571549869175,,26.84708326738616 75.80567725160648
26.81491007175364 75.88985302631387,,,26.917275895928366 75.90639564013628,,26.899357324666425 75.90976267099828
26.89289123934946 75.70504925512464,,,26.888005411078133 75.92763037961375,,26.844743622864286 75.83574004001844
26.799486812409647 75.81139323345806,,,26.895141990316805 75.84562942841386,,26.90988737632293 75.78328252018194
26.919801779487024 75.79595634735587,,,26.87366929403925 75.90358136790856,,26.88781756304989 75.77919060485566
26.771482068580013 75.82744824718968,,,26.907892329001125 75.84402594014493,,26.808735511118716 75.85896641550418
26.942859468499798 75.77028690117375,,,26.89402064958095 75.70997010974612,,26.793388862936283 75.8225668542508
26.853834984916457 75.81316870499873,,,26.946837228376417 75.72399839590571,,26.997270158783383 75.75921259232037
26.866267005022337 75.87550622043757,,,26.836364616030874 75.87916057223588,,26.991987496037506 75.78789591978978
26.86363759674816 75.76113579587536,,,26.889080533061573 75.87773225218842,,26.895323079360868 75.8568679541354
26.820513730262185 75.7799544054804,,,26.93687433377903 75.73363093054567,,26.956447161998085 75.78785256404558
26.792451514350155 75.86339218559867,,,26.885670208874515 75.74501811108459,,26.889512549821738 75.91378321832948
26.799006378630352 75.86199294405571,,,26.933540662358386 75.81751772982365,,26.797749904385547 75.82008612744946
26.843997743271714 75.74439594886427,,,26.834161170586796 75.84243215779006,,26.811093949524512 75.78734900704394
26.938006046039053 75.7474330008132,,,26.92861651810422 75.69485451796082,,26.807123527521583 75.85843655163531
26.894631229692294 75.72039011208142,,,26.938053092053902 75.70580097274856,,26.856635200309512 75.90664342508056
26.85009203207751 75.76312610242621,,,26.88764231971394 75.75694030077102,,26.83205505134139 75.78469577816347
26.927346174811756 75.67094247967904,,,26.963827995596297 75.83810097477334,,26.854433776524413 75.90550582456119
26.744972296338567 75.84754118431785,,,26.804817924338405 75.89112439712956,,26.826440203736574 75.86877637171041
26.83680847901368 75.75158034609953,,,26.913007544064836 75.64145808777477,,26.849307865665477 75.8508080337259
26.967834569202445 75.83045997227264,,,26.883342559904843 75.82951313679105,,26.746663795988166 75.84200695284821
26.871894869117256 75.76401720985615,,,26.910949118492923 75.84969904081423,,26.89803688427117 75.90523985579034
26.84588046960823 75.87689053387669,,,26.854926616968484 75.74292333829814,,26.777268308133593 75.84752523378717
26.975632438082805 75.75580823092297,,,26.96144574770936 75.79989035966209,,26.841208686341822 75.8425188323919
26.893822213936726 75.68730921454566,,,26.935042912937224 75.81192636502402,,26.941216049793024 75.75459567491329
26.885901993425747 75.88145794676953,,,26.861732095885845 75.8817059007055,,26.93782956415339 75.81990381292795
26.96836756203878 75.78251901215008,,,26.887554137623415 75.72479316431023,,26.9023243406013 75.67732245983149
26.741787737871444 75.84635436840846,,,26.96327927213029 75.78386541481748,,26.867350421407995 75.75271612071215
